2024-08-14 | 15:05:43.564 | DEBUG | passlib.utils.compat:__getattr__:449 | Thread 11848 | loaded lazy attr 'SafeConfigParser': <class 'configparser.ConfigParser'>
IP: 127.0.0.1 | 2024-09-04 | 15:27:21.271 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 12976 | SELECT "user".id, "user".username, "user".hash_password, "user".phone_number, "user".full_name, "user".email, "user".registered_at 
FROM "user" 
WHERE "user".id = $1::UUID
IP: 127.0.0.1 | 2024-09-04 | 15:27:21.271 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 12976 | [cached since 2.126s ago] (UUID('c7b0e966-debb-403b-be3e-5d6445d88f86'),)
IP: 127.0.0.1 | 2024-09-04 | 15:27:21.272 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 12976 | SELECT user_1.id AS user_1_id, roles.id AS roles_id, roles.name AS roles_name, roles.description AS roles_description, roles.created_at AS roles_created_at 
FROM "user" AS user_1 JOIN user_roles AS user_roles_1 ON user_1.id = user_roles_1.user_id JOIN roles ON roles.id = user_roles_1.role_id 
WHERE user_1.id IN ($1::UUID)
IP: 127.0.0.1 | 2024-09-04 | 15:27:21.274 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 12976 | [cached since 2.125s ago] (UUID('c7b0e966-debb-403b-be3e-5d6445d88f86'),)
IP: 127.0.0.1 | 2024-09-04 | 15:27:21.275 | INFO | root:get_user_by_id:44 | Thread 12976 | Попытка получение пользователя с UUID: f5977bbc-f96b-401a-9ee4-81c2b8154d27
IP: 127.0.0.1 | 2024-09-04 | 15:27:21.276 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 12976 | SELECT "user".id, "user".username, "user".hash_password, "user".phone_number, "user".full_name, "user".email, "user".registered_at 
FROM "user" 
WHERE (EXISTS (SELECT 1 
FROM roles, user_roles 
WHERE "user".id = user_roles.user_id AND roles.id = user_roles.role_id AND roles.name = $1::VARCHAR)) AND "user".id = $2::UUID
IP: 127.0.0.1 | 2024-09-04 | 15:27:21.276 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 12976 | [cached since 2.124s ago] ('USER', UUID('f5977bbc-f96b-401a-9ee4-81c2b8154d27'))
IP: 127.0.0.1 | 2024-09-04 | 15:27:21.277 | ERROR | root:get_user_by_id:51 | Thread 12976 | Пользователь c UUID: f5977bbc-f96b-401a-9ee4-81c2b8154d27 не найден
IP: 127.0.0.1 | 2024-09-04 | 15:27:21.277 | INFO | sqlalchemy.engine.Engine:_connection_rollback_impl:2702 | Thread 12976 | ROLLBACK
IP: 127.0.0.1 | 2024-09-04 | 15:27:21.604 | INFO | sqlalchemy.engine.Engine:_connection_begin_impl:2699 | Thread 12976 | BEGIN (implicit)
IP: 127.0.0.1 | 2024-09-04 | 15:27:21.604 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 12976 | SELECT "user".id, "user".username, "user".hash_password, "user".phone_number, "user".full_name, "user".email, "user".registered_at 
FROM "user" 
WHERE "user".id = $1::UUID
IP: 127.0.0.1 | 2024-09-04 | 15:27:21.604 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 12976 | [cached since 2.459s ago] (UUID('c7b0e966-debb-403b-be3e-5d6445d88f86'),)
IP: 127.0.0.1 | 2024-09-04 | 15:27:21.606 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 12976 | SELECT user_1.id AS user_1_id, roles.id AS roles_id, roles.name AS roles_name, roles.description AS roles_description, roles.created_at AS roles_created_at 
FROM "user" AS user_1 JOIN user_roles AS user_roles_1 ON user_1.id = user_roles_1.user_id JOIN roles ON roles.id = user_roles_1.role_id 
WHERE user_1.id IN ($1::UUID)
IP: 127.0.0.1 | 2024-09-04 | 15:27:21.607 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 12976 | [cached since 2.459s ago] (UUID('c7b0e966-debb-403b-be3e-5d6445d88f86'),)
IP: 127.0.0.1 | 2024-09-04 | 15:27:21.609 | INFO | root:get_user_by_id:44 | Thread 12976 | Попытка получение пользователя с UUID: f5977bbc-f96b-401a-9ee4-81c2b8154d27
IP: 127.0.0.1 | 2024-09-04 | 15:27:21.611 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 12976 | SELECT "user".id, "user".username, "user".hash_password, "user".phone_number, "user".full_name, "user".email, "user".registered_at 
FROM "user" 
WHERE (EXISTS (SELECT 1 
FROM roles, user_roles 
WHERE "user".id = user_roles.user_id AND roles.id = user_roles.role_id AND roles.name = $1::VARCHAR)) AND "user".id = $2::UUID
IP: 127.0.0.1 | 2024-09-04 | 15:27:21.612 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 12976 | [cached since 2.46s ago] ('USER', UUID('f5977bbc-f96b-401a-9ee4-81c2b8154d27'))
IP: 127.0.0.1 | 2024-09-04 | 15:27:21.612 | ERROR | root:get_user_by_id:51 | Thread 12976 | Пользователь c UUID: f5977bbc-f96b-401a-9ee4-81c2b8154d27 не найден
IP: 127.0.0.1 | 2024-09-04 | 15:27:21.612 | INFO | sqlalchemy.engine.Engine:_connection_rollback_impl:2702 | Thread 12976 | ROLLBACK
IP: 127.0.0.1 | 2024-09-04 | 15:27:21.768 | INFO | sqlalchemy.engine.Engine:_connection_begin_impl:2699 | Thread 12976 | BEGIN (implicit)
IP: 127.0.0.1 | 2024-09-04 | 15:27:21.769 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 12976 | SELECT "user".id, "user".username, "user".hash_password, "user".phone_number, "user".full_name, "user".email, "user".registered_at 
FROM "user" 
WHERE "user".id = $1::UUID
IP: 127.0.0.1 | 2024-09-04 | 15:27:21.769 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 12976 | [cached since 2.623s ago] (UUID('c7b0e966-debb-403b-be3e-5d6445d88f86'),)
IP: 127.0.0.1 | 2024-09-04 | 15:27:21.770 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 12976 | SELECT user_1.id AS user_1_id, roles.id AS roles_id, roles.name AS roles_name, roles.description AS roles_description, roles.created_at AS roles_created_at 
FROM "user" AS user_1 JOIN user_roles AS user_roles_1 ON user_1.id = user_roles_1.user_id JOIN roles ON roles.id = user_roles_1.role_id 
WHERE user_1.id IN ($1::UUID)
IP: 127.0.0.1 | 2024-09-04 | 15:27:21.770 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 12976 | [cached since 2.621s ago] (UUID('c7b0e966-debb-403b-be3e-5d6445d88f86'),)
IP: 127.0.0.1 | 2024-09-04 | 15:27:21.771 | INFO | root:get_user_by_id:44 | Thread 12976 | Попытка получение пользователя с UUID: f5977bbc-f96b-401a-9ee4-81c2b8154d27
IP: 127.0.0.1 | 2024-09-04 | 15:27:21.771 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 12976 | SELECT "user".id, "user".username, "user".hash_password, "user".phone_number, "user".full_name, "user".email, "user".registered_at 
FROM "user" 
WHERE (EXISTS (SELECT 1 
FROM roles, user_roles 
WHERE "user".id = user_roles.user_id AND roles.id = user_roles.role_id AND roles.name = $1::VARCHAR)) AND "user".id = $2::UUID
IP: 127.0.0.1 | 2024-09-04 | 15:27:21.772 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 12976 | [cached since 2.62s ago] ('USER', UUID('f5977bbc-f96b-401a-9ee4-81c2b8154d27'))
IP: 127.0.0.1 | 2024-09-04 | 15:27:21.772 | ERROR | root:get_user_by_id:51 | Thread 12976 | Пользователь c UUID: f5977bbc-f96b-401a-9ee4-81c2b8154d27 не найден
IP: 127.0.0.1 | 2024-09-04 | 15:27:21.773 | INFO | sqlalchemy.engine.Engine:_connection_rollback_impl:2702 | Thread 12976 | ROLLBACK
IP: 127.0.0.1 | 2024-09-04 | 15:27:21.911 | INFO | sqlalchemy.engine.Engine:_connection_begin_impl:2699 | Thread 12976 | BEGIN (implicit)
IP: 127.0.0.1 | 2024-09-04 | 15:27:21.911 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 12976 | SELECT "user".id, "user".username, "user".hash_password, "user".phone_number, "user".full_name, "user".email, "user".registered_at 
FROM "user" 
WHERE "user".id = $1::UUID
IP: 127.0.0.1 | 2024-09-04 | 15:27:21.911 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 12976 | [cached since 2.766s ago] (UUID('c7b0e966-debb-403b-be3e-5d6445d88f86'),)
IP: 127.0.0.1 | 2024-09-04 | 15:27:21.912 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 12976 | SELECT user_1.id AS user_1_id, roles.id AS roles_id, roles.name AS roles_name, roles.description AS roles_description, roles.created_at AS roles_created_at 
FROM "user" AS user_1 JOIN user_roles AS user_roles_1 ON user_1.id = user_roles_1.user_id JOIN roles ON roles.id = user_roles_1.role_id 
WHERE user_1.id IN ($1::UUID)
IP: 127.0.0.1 | 2024-09-04 | 15:27:21.912 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 12976 | [cached since 2.764s ago] (UUID('c7b0e966-debb-403b-be3e-5d6445d88f86'),)
IP: 127.0.0.1 | 2024-09-04 | 15:27:21.914 | INFO | root:get_user_by_id:44 | Thread 12976 | Попытка получение пользователя с UUID: f5977bbc-f96b-401a-9ee4-81c2b8154d27
IP: 127.0.0.1 | 2024-09-04 | 15:27:21.915 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 12976 | SELECT "user".id, "user".username, "user".hash_password, "user".phone_number, "user".full_name, "user".email, "user".registered_at 
FROM "user" 
WHERE (EXISTS (SELECT 1 
FROM roles, user_roles 
WHERE "user".id = user_roles.user_id AND roles.id = user_roles.role_id AND roles.name = $1::VARCHAR)) AND "user".id = $2::UUID
IP: 127.0.0.1 | 2024-09-04 | 15:27:21.915 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 12976 | [cached since 2.763s ago] ('USER', UUID('f5977bbc-f96b-401a-9ee4-81c2b8154d27'))
IP: 127.0.0.1 | 2024-09-04 | 15:27:21.916 | ERROR | root:get_user_by_id:51 | Thread 12976 | Пользователь c UUID: f5977bbc-f96b-401a-9ee4-81c2b8154d27 не найден
IP: 127.0.0.1 | 2024-09-04 | 15:27:21.916 | INFO | sqlalchemy.engine.Engine:_connection_rollback_impl:2702 | Thread 12976 | ROLLBACK
IP: 127.0.0.1 | 2024-09-04 | 15:27:22.070 | INFO | sqlalchemy.engine.Engine:_connection_begin_impl:2699 | Thread 12976 | BEGIN (implicit)
IP: 127.0.0.1 | 2024-09-04 | 15:27:22.070 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 12976 | SELECT "user".id, "user".username, "user".hash_password, "user".phone_number, "user".full_name, "user".email, "user".registered_at 
FROM "user" 
WHERE "user".id = $1::UUID
IP: 127.0.0.1 | 2024-09-04 | 15:27:22.070 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 12976 | [cached since 2.925s ago] (UUID('c7b0e966-debb-403b-be3e-5d6445d88f86'),)
IP: 127.0.0.1 | 2024-09-04 | 15:27:22.072 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 12976 | SELECT user_1.id AS user_1_id, roles.id AS roles_id, roles.name AS roles_name, roles.description AS roles_description, roles.created_at AS roles_created_at 
FROM "user" AS user_1 JOIN user_roles AS user_roles_1 ON user_1.id = user_roles_1.user_id JOIN roles ON roles.id = user_roles_1.role_id 
WHERE user_1.id IN ($1::UUID)
IP: 127.0.0.1 | 2024-09-04 | 15:27:22.072 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 12976 | [cached since 2.924s ago] (UUID('c7b0e966-debb-403b-be3e-5d6445d88f86'),)
IP: 127.0.0.1 | 2024-09-04 | 15:27:22.072 | INFO | root:get_user_by_id:44 | Thread 12976 | Попытка получение пользователя с UUID: f5977bbc-f96b-401a-9ee4-81c2b8154d27
IP: 127.0.0.1 | 2024-09-04 | 15:27:22.074 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 12976 | SELECT "user".id, "user".username, "user".hash_password, "user".phone_number, "user".full_name, "user".email, "user".registered_at 
FROM "user" 
WHERE (EXISTS (SELECT 1 
FROM roles, user_roles 
WHERE "user".id = user_roles.user_id AND roles.id = user_roles.role_id AND roles.name = $1::VARCHAR)) AND "user".id = $2::UUID
IP: 127.0.0.1 | 2024-09-04 | 15:27:22.074 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 12976 | [cached since 2.922s ago] ('USER', UUID('f5977bbc-f96b-401a-9ee4-81c2b8154d27'))
IP: 127.0.0.1 | 2024-09-04 | 15:27:22.075 | ERROR | root:get_user_by_id:51 | Thread 12976 | Пользователь c UUID: f5977bbc-f96b-401a-9ee4-81c2b8154d27 не найден
IP: 127.0.0.1 | 2024-09-04 | 15:27:22.075 | INFO | sqlalchemy.engine.Engine:_connection_rollback_impl:2702 | Thread 12976 | ROLLBACK
IP: 127.0.0.1 | 2024-09-04 | 15:27:22.204 | INFO | sqlalchemy.engine.Engine:_connection_begin_impl:2699 | Thread 12976 | BEGIN (implicit)
IP: 127.0.0.1 | 2024-09-04 | 15:27:22.204 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 12976 | SELECT "user".id, "user".username, "user".hash_password, "user".phone_number, "user".full_name, "user".email, "user".registered_at 
FROM "user" 
WHERE "user".id = $1::UUID
IP: 127.0.0.1 | 2024-09-04 | 15:27:22.205 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 12976 | [cached since 3.06s ago] (UUID('c7b0e966-debb-403b-be3e-5d6445d88f86'),)
IP: 127.0.0.1 | 2024-09-04 | 15:27:22.206 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 12976 | SELECT user_1.id AS user_1_id, roles.id AS roles_id, roles.name AS roles_name, roles.description AS roles_description, roles.created_at AS roles_created_at 
FROM "user" AS user_1 JOIN user_roles AS user_roles_1 ON user_1.id = user_roles_1.user_id JOIN roles ON roles.id = user_roles_1.role_id 
WHERE user_1.id IN ($1::UUID)
IP: 127.0.0.1 | 2024-09-04 | 15:27:22.206 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 12976 | [cached since 3.058s ago] (UUID('c7b0e966-debb-403b-be3e-5d6445d88f86'),)
IP: 127.0.0.1 | 2024-09-04 | 15:27:22.207 | INFO | root:get_user_by_id:44 | Thread 12976 | Попытка получение пользователя с UUID: f5977bbc-f96b-401a-9ee4-81c2b8154d27
IP: 127.0.0.1 | 2024-09-04 | 15:27:22.208 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 12976 | SELECT "user".id, "user".username, "user".hash_password, "user".phone_number, "user".full_name, "user".email, "user".registered_at 
FROM "user" 
WHERE (EXISTS (SELECT 1 
FROM roles, user_roles 
WHERE "user".id = user_roles.user_id AND roles.id = user_roles.role_id AND roles.name = $1::VARCHAR)) AND "user".id = $2::UUID
IP: 127.0.0.1 | 2024-09-04 | 15:27:22.209 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 12976 | [cached since 3.058s ago] ('USER', UUID('f5977bbc-f96b-401a-9ee4-81c2b8154d27'))
IP: 127.0.0.1 | 2024-09-04 | 15:27:22.209 | ERROR | root:get_user_by_id:51 | Thread 12976 | Пользователь c UUID: f5977bbc-f96b-401a-9ee4-81c2b8154d27 не найден
IP: 127.0.0.1 | 2024-09-04 | 15:27:22.210 | INFO | sqlalchemy.engine.Engine:_connection_rollback_impl:2702 | Thread 12976 | ROLLBACK
IP: 127.0.0.1 | 2024-09-04 | 15:28:22.194 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 10228 | select pg_catalog.version()
IP: 127.0.0.1 | 2024-09-04 | 15:28:22.195 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 10228 | [raw sql] ()
IP: 127.0.0.1 | 2024-09-04 | 15:28:22.196 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 10228 | select current_schema()
IP: 127.0.0.1 | 2024-09-04 | 15:28:22.196 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 10228 | [raw sql] ()
IP: 127.0.0.1 | 2024-09-04 | 15:28:22.197 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 10228 | show standard_conforming_strings
IP: 127.0.0.1 | 2024-09-04 | 15:28:22.197 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 10228 | [raw sql] ()
IP: 127.0.0.1 | 2024-09-04 | 15:28:22.197 | INFO | sqlalchemy.engine.Engine:_connection_begin_impl:2699 | Thread 10228 | BEGIN (implicit)
IP: 127.0.0.1 | 2024-09-04 | 15:28:22.199 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 10228 | SELECT "user".id, "user".username, "user".hash_password, "user".phone_number, "user".full_name, "user".email, "user".registered_at 
FROM "user" 
WHERE "user".id = $1::UUID
IP: 127.0.0.1 | 2024-09-04 | 15:28:22.199 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 10228 | [generated in 0.00027s] (UUID('f5977bbc-f96b-401a-9ee4-81c2b8154d27'),)
IP: 127.0.0.1 | 2024-09-04 | 15:28:22.203 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 10228 | SELECT user_1.id AS user_1_id, roles.id AS roles_id, roles.name AS roles_name, roles.description AS roles_description, roles.created_at AS roles_created_at 
FROM "user" AS user_1 JOIN user_roles AS user_roles_1 ON user_1.id = user_roles_1.user_id JOIN roles ON roles.id = user_roles_1.role_id 
WHERE user_1.id IN ($1::UUID)
IP: 127.0.0.1 | 2024-09-04 | 15:28:22.203 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 10228 | [generated in 0.00037s] (UUID('f5977bbc-f96b-401a-9ee4-81c2b8154d27'),)
IP: 127.0.0.1 | 2024-09-04 | 15:28:22.204 | INFO | root:get_user_by_id:44 | Thread 10228 | Попытка получение пользователя с UUID: c7b0e966-debb-403b-be3e-5d6445d88f86
IP: 127.0.0.1 | 2024-09-04 | 15:28:22.206 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 10228 | SELECT "user".id, "user".username, "user".hash_password, "user".phone_number, "user".full_name, "user".email, "user".registered_at 
FROM "user" 
WHERE (EXISTS (SELECT 1 
FROM roles, user_roles 
WHERE "user".id = user_roles.user_id AND roles.id = user_roles.role_id AND roles.name = $1::VARCHAR)) AND "user".id = $2::UUID
IP: 127.0.0.1 | 2024-09-04 | 15:28:22.206 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 10228 | [generated in 0.00040s] ('USER', UUID('c7b0e966-debb-403b-be3e-5d6445d88f86'))
IP: 127.0.0.1 | 2024-09-04 | 15:28:22.208 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 10228 | SELECT user_1.id AS user_1_id, roles.id AS roles_id, roles.name AS roles_name, roles.description AS roles_description, roles.created_at AS roles_created_at 
FROM "user" AS user_1 JOIN user_roles AS user_roles_1 ON user_1.id = user_roles_1.user_id JOIN roles ON roles.id = user_roles_1.role_id 
WHERE user_1.id IN ($1::UUID)
IP: 127.0.0.1 | 2024-09-04 | 15:28:22.208 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 10228 | [cached since 0.005634s ago] (UUID('c7b0e966-debb-403b-be3e-5d6445d88f86'),)
IP: 127.0.0.1 | 2024-09-04 | 15:28:22.209 | INFO | sqlalchemy.engine.Engine:_connection_rollback_impl:2702 | Thread 10228 | ROLLBACK
IP: 127.0.0.1 | 2024-09-04 | 15:28:50.745 | INFO | root:sign_up:29 | Thread 10228 | Попытка регистрации с телефон номером: 909170775
IP: 127.0.0.1 | 2024-09-04 | 15:28:50.746 | INFO | sqlalchemy.engine.Engine:_connection_begin_impl:2699 | Thread 10228 | BEGIN (implicit)
IP: 127.0.0.1 | 2024-09-04 | 15:28:50.747 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 10228 | SELECT "user".id, "user".username, "user".hash_password, "user".phone_number, "user".full_name, "user".email, "user".registered_at 
FROM "user" 
WHERE (EXISTS (SELECT 1 
FROM roles, user_roles 
WHERE "user".id = user_roles.user_id AND roles.id = user_roles.role_id AND roles.name = $1::VARCHAR)) AND "user".phone_number = $2::VARCHAR
IP: 127.0.0.1 | 2024-09-04 | 15:28:50.747 | INFO | sqlalchemy.engine.Engine:_execute_context:1846 | Thread 10228 | [generated in 0.00044s] ('USER', '909170775')
IP: 127.0.0.1 | 2024-09-04 | 15:28:50.748 | SUCCESS | root:success:13 | Thread 10228 | Код для подтверждения сгенерирован успешно: 1647
IP: 127.0.0.1 | 2024-09-04 | 15:28:50.749 | DEBUG | aioredis:create_connection:110 | Thread 10228 | Creating tcp connection to ('localhost', 6379)
IP: 127.0.0.1 | 2024-09-04 | 15:28:52.776 | SUCCESS | root:success:13 | Thread 10228 | Код подтверждения успешно сохранен для 909170775
IP: 127.0.0.1 | 2024-09-04 | 15:28:52.776 | DEBUG | aioredis:_do_close:158 | Thread 10228 | Closed 1 connection(s)
IP: 127.0.0.1 | 2024-09-04 | 15:28:52.777 | DEBUG | aioredis:create_connection:110 | Thread 10228 | Creating tcp connection to ('localhost', 6379)
IP: 127.0.0.1 | 2024-09-04 | 15:28:54.812 | INFO | root:get_eskiz_token:23 | Thread 10228 | Найдите токен Eskiz в Redis
IP: 127.0.0.1 | 2024-09-04 | 15:28:54.832 | ERROR | asyncio:default_exception_handler:1785 | Thread 10228 | Task was destroyed but it is pending!
task: <Task pending name='Task-47' coro=<RedisConnection._read_data() done, defined at C:\Users\user\Desktop\weel_users\venv\Lib\site-packages\aioredis\connection.py:180> wait_for=<Future pending cb=[Task.task_wakeup()]> cb=[RedisConnection.__init__.<locals>.<lambda>() at C:\Users\user\Desktop\weel_users\venv\Lib\site-packages\aioredis\connection.py:168]>
